can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,predicted_points
True,False,0.0,0.0,96994,0,0,-3,3,0,3,0.0,0.0,0,55,0,290,False,108,521,52,799,2.1,False,165,0.1,False,,2,11,13,9853,0,20982,0,0,9.2,180,107.0,82,18,False,799,734,1,4,1,17,0,0,0,2,0,0,2,145,102.2,84.4,72,26.0,9,0.79,0.14,0.93,14.61,0,0,0,0,0,0,0,398,187,316,183,305,170,375,187,,,,,,,0.1,0.0,0.02,0.12,1.79,2.08,164,98,633,245,282,125,525,197,1.1,0.12,45.538769480519484
True,False,100.0,100.0,218218,0,0,-2,2,0,2,3.3,-0.5,1,523,0,291,False,174,479,38,242,1.6,False,216,5.2,False,,0,11,13,1556642,0,1726298,0,0,14.5,239,21.0,30,44,False,242,2812,1,0,3,63,0,0,0,4,0,0,2,241,678.0,68.5,121,86.9,30,1.52,0.4,1.92,58.54,0,0,0,0,0,0,0,65,26,338,110,249,71,180,53,,,,,,,0.05,0.0,0.01,0.06,1.87,2.02,780,265,24,4,360,114,72,24,0.96,0.1,59.434982142857145
True,False,,,549640,0,0,-1,1,0,3,-0.3,-0.5,0,351,0,292,False,174,603,44,652,1.0,False,258,0.2,False,,0,11,13,48160,0,43935,0,0,0.2,275,241.0,107,460,False,652,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,681,264,676,264,652,254,681,264,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,545,327,298,25,486,217,399,137,0.0,0.0,1.0
True,False,0.0,0.0,467189,0,0,-1,1,1,1,0.0,0.0,0,311,0,293,False,9,534,44,460,2.3,False,301,0.4,False,,2,11,13,131552,0,153449,0,0,14.3,318,58.0,244,220,False,460,2385,0,0,1,58,0,1,0,1,0,103,1,231,827.0,0.2,0,82.8,27,0.0,0.02,0.02,55.09,0,0,0,0,0,0,0,27,9,521,21,646,65,192,9,,,,,,,0.0,3.89,0.0,0.0,2.08,2.19,532,25,285,63,238,35,287,43,1.02,0.04,64.29133460983462
True,False,,,207270,0,0,-1,1,0,1,-0.5,-0.5,0,103,0,294,False,174,603,39,205,0.0,False,328,0.7,False,,0,11,13,86007,0,88299,0,0,0.0,345,58.0,210,382,False,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,580,52,561,35,514,15,580,52,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,751,73,48,13,589,52,240,30,0.0,0.0,0.0
True,False,100.0,100.0,220627,0,0,-4,4,3,2,4.3,-0.5,1,216,0,295,False,174,392,41,255,1.9,False,344,1.2,False,,0,11,13,682625,0,615963,0,0,17.1,377,241.0,356,456,False,255,2912,2,2,3,68,0,0,0,6,0,0,6,218,615.2,258.5,202,107.8,34,1.47,0.8,2.27,63.68,0,0,0,0,0,0,0,92,36,170,35,175,28,136,37,,,,,,,0.05,0.0,0.02,0.07,1.97,2.1,631,161,176,110,309,99,188,74,1.05,0.09,71.88992614549196
True,False,100.0,100.0,481510,0,0,-1,1,0,2,-0.3,-0.5,1,503,0,296,False,174,373,44,485,1.1,False,378,0.1,False,,0,11,13,20110,0,26887,0,0,7.7,410,58.0,264,328,False,485,2481,0,1,1,62,1,0,0,1,0,0,0,153,519.4,358.6,40,91.6,29,0.13,1.74,1.87,54.38,0,0,0,0,0,0,0,132,47,115,24,356,120,166,47,1.0,,,,,,0.0,0.0,0.06,0.06,1.97,2.25,534,107,287,187,447,151,444,158,1.05,0.04,35.53669642857143
True,False,0.0,0.0,461584,0,0,0,0,0,3,0.0,0.0,0,512,0,297,False,60,90,45,436,0.0,False,434,0.0,False,,4,11,13,754,0,4577,0,0,0.0,460,,409,618,False,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,707,279,704,279,684,270,707,279,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,400,247,349,51,712,280,701,286,0.0,0.0,0.0
True,False,0.0,0.0,154048,0,0,-5,5,0,3,0.0,0.0,0,469,0,298,False,108,514,50,88,2.4,False,438,0.3,False,,2,11,13,179589,0,212909,0,0,14.4,473,241.0,404,611,False,88,1606,4,1,1,38,0,0,0,2,0,0,5,270,339.2,375.3,302,101.5,16,1.85,3.25,5.1,36.71,0,0,0,0,0,0,0,221,96,110,81,112,74,146,85,,,1.0,,4.0,,0.1,0.0,0.18,0.28,2.06,2.13,200,121,577,203,224,94,324,99,0.9,0.06,72.42713275613278
True,False,100.0,100.0,461587,0,0,-3,3,0,3,2.5,-0.5,2,276,0,299,False,174,515,47,437,1.9,False,446,0.0,False,,0,11,13,12054,0,13913,0,0,7.4,481,104.0,35,450,False,437,846,1,1,3,16,0,0,0,3,0,0,0,125,147.2,132.5,184,46.3,9,0.99,0.63,1.62,20.07,0,0,0,0,0,0,0,354,161,266,165,196,123,302,154,,,,,,,0.11,0.0,0.07,0.18,2.14,1.7,331,215,473,133,314,140,577,222,0.96,0.32,35.253040313852814
True,False,100.0,100.0,203341,0,0,-1,1,1,3,2.5,-0.5,0,517,0,300,False,174,204,49,189,2.3,False,497,0.2,False,,0,11,13,109043,0,117372,0,0,13.1,533,157.0,52,327,False,189,2325,0,5,3,48,1,0,0,8,0,0,1,375,546.4,302.2,280,112.8,28,2.12,1.53,3.65,49.32,0,0,0,0,0,0,0,120,44,144,101,121,80,128,76,,,,,,,0.08,0.0,0.06,0.14,1.91,1.86,254,163,544,182,241,103,385,128,1.08,0.12,67.75326424963924
True,False,100.0,100.0,473341,0,0,0,0,0,2,-0.3,-0.5,0,65,0,301,False,174,407,40,467,1.4,False,521,0.4,False,,0,11,13,177251,0,162016,0,0,6.8,557,106.0,139,264,False,467,1122,1,0,1,26,0,0,0,4,0,0,1,106,318.6,15.2,73,40.7,12,0.62,0.17,0.79,27.72,0,0,0,0,0,0,0,232,86,442,157,303,92,319,103,,,,,,,0.05,0.0,0.01,0.06,2.22,2.09,670,182,109,52,397,131,272,106,0.96,0.08,27.53736327030812
True,False,100.0,100.0,111931,0,0,-4,4,0,2,0.0,-0.5,0,428,0,302,False,174,524,41,47,1.0,False,56,0.1,False,,0,11,13,6244,0,22844,0,0,2.4,610,173.0,135,109,False,47,382,0,0,0,8,0,0,0,1,0,0,0,46,67.8,18.7,19,10.5,4,0.09,0.07,0.16,7.12,0,0,0,0,0,0,0,421,152,436,155,404,143,442,155,,,,,,,0.02,0.0,0.02,0.04,1.68,1.88,628,158,173,107,475,169,495,175,0.94,0.0,10.235
True,False,0.0,0.0,194190,0,0,0,0,0,2,0.0,0.0,0,181,0,303,False,141,22,40,159,0.0,False,634,0.0,False,,4,11,13,0,0,1567,0,0,0.0,666,13.0,402,448,False,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,595,202,579,200,538,189,595,202,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,645,168,84,38,603,202,730,248,0.0,0.0,0.0
True,False,100.0,100.0,436680,0,0,0,0,0,1,2.7,-0.5,2,212,0,304,False,174,8,40,372,2.5,False,642,0.5,False,,0,11,13,114312,0,65438,0,0,6.2,674,172.0,74,390,False,372,900,0,0,2,16,0,0,0,1,0,28,0,104,228.4,0.0,0,22.8,10,0.0,0.0,0.0,14.83,0,0,0,0,0,0,0,281,24,590,52,549,33,387,24,,,,,,,0.0,2.8,0.0,0.0,1.48,1.6,658,48,97,31,201,32,257,35,1.0,0.2,26.044302601809953
True,False,,,244619,0,0,-1,1,0,2,2.7,-0.5,5,310,0,305,False,174,603,39,326,1.9,False,660,1.4,False,,0,11,13,281083,0,208973,0,0,6.9,690,241.0,211,191,False,326,1109,0,0,3,23,0,0,0,3,0,0,0,144,226.4,144.5,34,40.4,13,0.36,0.49,0.85,25.08,0,0,0,0,0,0,0,282,105,254,70,367,125,320,104,,,,,,,0.03,0.0,0.04,0.07,2.04,1.87,754,246,51,17,307,97,169,67,1.06,0.24,27.67218653038138
True,False,100.0,0.0,101668,0,0,-1,1,2,4,0.0,0.0,0,217,0,306,False,174,591,54,23,3.7,False,689,5.2,False,,0,11,13,2836717,0,2699707,0,0,23.7,720,241.0,11,206,False,23,2825,9,5,4,68,0,0,1,5,0,0,18,464,490.8,270.8,742,150.0,35,11.23,2.55,13.78,63.1,0,0,0,0,0,0,0,148,17,160,17,31,13,74,16,,,,,1.0,,0.36,0.0,0.08,0.44,2.01,2.17,124,34,666,50,71,17,71,15,1.12,0.13,126.92599254911755
True,False,100.0,100.0,93100,0,0,-1,1,0,2,-0.5,-0.5,0,220,0,307,False,174,374,39,794,0.6,False,693,1.5,False,,0,11,13,315281,0,357591,0,0,2.8,724,58.0,186,49,False,794,1390,0,0,0,35,1,0,0,5,0,0,0,86,321.0,46.6,53,42.4,16,0.11,0.08,0.19,25.05,0,0,0,0,0,0,0,230,84,368,128,334,110,312,100,,,,,,,0.01,0.0,0.01,0.02,1.62,2.27,738,238,35,9,550,189,161,64,1.04,0.0,12.235
True,False,,,95463,0,0,-1,1,0,1,-0.5,-0.5,0,105,0,308,False,174,603,39,797,1.0,False,701,2.0,False,,0,11,13,194120,0,239516,0,0,0.5,734,244.0,270,442,False,797,135,0,0,0,6,0,0,0,0,0,4,0,-5,35.4,0.0,0,3.6,1,0.0,0.0,0.0,3.35,0,0,0,0,0,0,0,457,40,554,29,506,9,493,40,,,,,,,0.0,2.67,0.0,0.0,2.23,4.0,739,67,36,7,454,40,137,20,0.67,0.0,2.035
True,False,100.0,100.0,157668,0,0,-2,2,0,3,-0.5,-0.5,0,181,0,309,False,174,184,43,96,1.8,False,721,4.7,False,,0,11,13,1363301,0,2210444,0,0,9.3,754,241.0,20,19,False,96,1536,0,2,0,34,0,0,0,4,0,0,0,282,272.8,319.6,37,63.2,17,0.23,1.53,1.76,29.48,0,0,0,0,0,0,0,258,117,132,92,359,191,259,134,2.0,,,,,,0.01,0.0,0.09,0.1,1.73,1.99,568,339,218,2,328,149,79,23,1.0,0.0,41.32729741092242
True,False,,,209042,0,0,-3,3,0,3,0.5,-0.5,3,395,0,501,False,174,603,47,211,1.1,False,622,0.0,False,,0,11,13,4989,0,7371,0,0,5.7,653,241.0,260,321,False,211,1118,0,0,3,26,0,0,0,8,0,0,0,121,119.4,146.0,35,29.9,10,0.37,0.32,0.69,26.06,0,0,0,0,0,0,0,375,174,252,157,365,193,364,182,,,,,,,0.03,0.0,0.03,0.06,2.1,2.09,326,210,468,128,450,211,584,225,0.81,0.24,27.227481173238527
True,False,0.0,0.0,531442,0,0,-4,4,0,3,0.0,0.0,0,3,0,570,False,28,179,51,612,2.4,False,218,0.2,False,,2,11,13,69378,0,103265,0,0,5.1,3,81.0,223,140,False,612,576,0,2,0,14,0,0,0,0,0,0,3,125,147.6,104.3,148,40.1,6,0.41,1.42,1.83,11.0,0,0,0,0,0,0,0,353,160,293,173,225,130,323,163,,,,,,,0.06,0.0,0.22,0.28,1.72,2.19,190,114,626,241,226,96,388,130,0.94,0.0,27.887168402675748
True,False,0.0,0.0,532534,0,0,-1,1,0,3,0.0,0.0,0,518,0,606,False,58,345,44,616,1.0,False,23,0.1,False,,4,11,13,12604,0,15458,0,0,0.2,28,241.0,133,618,False,616,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,679,262,513,250,650,252,679,262,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,542,324,295,22,485,216,504,183,0.0,0.0,1.0
True,False,0.0,0.0,501770,0,0,0,0,0,2,0.0,0.0,0,47,0,616,False,78,91,40,554,0.0,False,500,0.0,False,,4,11,13,2208,0,3803,0,0,0.0,536,,409,618,False,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,623,221,610,219,570,209,623,221,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,682,193,121,63,630,220,671,226,0.0,0.0,0.0
True,False,,,513527,0,0,-2,2,1,3,3.5,-0.5,0,53,0,635,False,174,603,48,579,2.6,False,203,0.2,False,,0,11,13,90294,0,72462,0,0,17.3,221,145.0,383,190,False,579,2179,2,4,3,54,0,0,0,4,0,0,6,376,381.6,634.1,191,120.5,27,1.29,2.85,4.14,48.23,0,0,0,0,0,0,0,194,85,48,39,189,118,113,71,4.0,,,,,,0.05,0.0,0.12,0.17,1.99,2.23,316,204,525,168,193,80,352,113,1.12,0.12,83.47225057435257
True,False,,,531997,0,0,0,0,0,3,-0.5,-0.5,0,183,0,694,False,174,603,45,614,0.0,False,117,0.0,False,,0,11,13,926,0,675,0,0,0.0,125,241.0,189,229,False,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,736,304,732,304,716,296,736,304,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,445,280,394,84,740,305,744,310,0.0,0.0,0.0
True,False,0.0,0.0,532535,0,0,0,0,0,2,0.0,0.0,0,480,0,708,False,71,352,40,617,0.0,False,719,0.0,False,,4,11,13,654,0,699,0,0,0.0,752,241.0,118,618,False,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,629,226,617,225,578,216,629,226,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,691,201,130,71,636,225,745,254,0.0,0.0,0.0
True,False,,,488439,0,0,0,0,0,2,-0.5,-0.5,0,524,0,726,False,174,603,40,502,0.2,False,148,0.0,False,,0,11,13,2815,0,1797,0,0,0.2,159,73.0,204,521,False,502,107,0,0,0,6,0,0,0,1,0,0,0,-4,24.4,3.4,24,5.2,1,0.04,0.04,0.08,2.48,0,0,0,0,0,0,0,470,170,483,172,390,134,480,168,,,,,,,0.03,0.0,0.03,0.06,2.09,5.05,672,184,111,54,559,195,662,224,0.84,0.0,0.935
True,False,,,100050995,0,0,0,0,0,5,7.0,-0.5,0,445,0,754,False,174,603,5,15,0.0,False,756,0.5,False,,0,11,13,19284,0,9445,0,0,96.0,717,152.0,37,7,False,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3,2,11,0,2,2,10,555,5,533,5,484,5,555,5,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,804,20,5,5,565,5,707,17,0.0,0.0,54.158602564102566
True,False,100.0,100.0,649208,0,0,0,0,0,3,0.5,-0.5,1,235,0,792,False,174,492,45,762,1.0,False,470,0.0,False,,0,11,13,418,0,133,0,0,1.6,505,241.0,94,196,False,762,105,0,0,0,3,0,0,0,0,0,0,0,29,20.6,12.6,19,5.1,0,0.17,0.02,0.19,1.67,0,0,0,0,0,0,0,481,222,449,228,406,212,484,225,,,,,,,0.15,0.0,0.02,0.17,1.43,2.57,495,312,444,116,510,232,773,326,0.0,0.0,6.855
True,False,,,619146,0,0,0,0,0,2,-0.5,-0.5,1,393,0,796,False,174,603,40,751,1.0,False,22,0.0,False,,0,11,13,183,0,78,0,0,0.2,558,241.0,160,606,False,751,1,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.2,0,0.2,0,0.0,0.0,0.0,0.04,0,0,0,0,0,0,0,541,192,520,192,608,241,546,193,,,,,,,0.0,0.0,0.0,0.0,3.6,0.0,727,232,166,102,473,167,779,263,0.0,0.0,1.0
True,False,,,630664,0,0,0,0,0,3,0.0,-0.5,1,211,0,797,False,174,603,45,758,1.0,False,212,0.0,False,,0,11,13,136,0,49,0,0,0.9,358,241.0,160,69,False,758,21,0,0,0,1,0,0,0,0,0,0,0,13,3.2,0.2,0,0.3,0,0.0,0.0,0.0,0.2,0,0,0,0,0,0,0,529,243,523,254,752,321,543,251,,,,,,,0.0,0.0,0.0,0.0,0.86,4.29,493,311,442,115,508,231,792,340,0.0,0.0,4.04
True,False,,,519223,0,0,0,0,0,3,,0.7,0,450,0,802,False,174,603,45,601,0.0,False,90,0.0,False,,0,11,13,0,0,0,0,0,0.0,96,241.0,314,235,False,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,730,299,726,299,708,290,730,299,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,436,274,385,78,734,300,804,347,0.0,0.0,0.0
True,False,100.0,100.0,116535,0,0,0,0,2,1,3.5,1.0,3,15,0,310,False,174,446,55,55,4.0,False,562,8.4,False,,0,12,14,1648407,0,2025060,0,0,20.4,1,30.0,255,29,False,55,2508,0,0,10,29,0,0,0,0,0,78,9,451,628.8,13.0,0,64.0,28,0.0,0.2,0.2,27.1,0,0,0,0,0,0,0,81,15,446,11,794,81,255,15,,,,,,,0.0,2.8,0.01,0.01,0.97,1.04,104,2,684,81,43,7,46,8,1.0,0.36,126.680126984127
True,False,100.0,100.0,169187,0,0,2,-2,4,2,2.5,1.0,1,493,0,311,True,174,439,72,115,4.5,False,19,16.7,False,,0,12,14,4729153,0,6226115,0,0,20.6,25,241.0,13,128,False,115,2362,3,7,12,25,0,0,0,5,0,0,13,603,723.8,833.7,268,182.4,28,1.81,7.2,9.01,21.67,0,0,0,0,0,0,0,54,22,19,3,124,13,51,6,1.0,,1.0,,,,0.07,0.0,0.27,0.34,0.83,0.95,24,1,780,268,24,1,22,7,1.07,0.46,147.79695944333443
True,False,0.0,0.0,535928,0,0,0,0,0,3,0.0,0.0,0,468,0,312,False,85,88,45,624,0.0,False,53,0.0,False,,4,12,14,2712,0,17669,0,0,0.0,61,,409,618,False,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,739,306,735,306,719,298,739,306,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,449,283,398,87,743,307,611,241,0.0,0.0,0.0
True,False,100.0,100.0,492777,0,0,-3,3,0,2,2.5,1.0,1,92,0,313,False,174,529,47,521,2.2,False,88,1.2,False,,0,12,14,215316,0,154916,0,0,8.7,94,242.0,329,164,False,521,744,0,2,3,10,0,0,0,4,0,0,3,160,156.2,110.5,162,42.8,7,0.7,1.43,2.13,12.4,0,0,0,0,0,0,0,346,125,286,84,209,47,311,99,,,,,,,0.08,0.0,0.17,0.25,1.5,1.21,338,46,480,227,255,83,184,72,0.85,0.36,41.91924762737263
True,False,0.0,0.0,491970,0,0,0,0,0,3,0.0,0.0,0,55,0,315,False,168,57,45,519,0.0,False,137,0.0,False,,4,12,14,444,0,5344,0,0,0.0,147,,409,618,False,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,717,287,714,287,695,278,717,287,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,417,257,366,61,722,288,703,288,0.0,0.0,0.0
True,False,100.0,100.0,447203,0,0,-5,5,1,4,2.0,1.0,1,108,0,316,False,174,326,70,406,2.2,False,510,1.9,False,,0,12,14,434512,0,837315,0,0,9.4,174,230.0,193,485,False,406,1113,5,3,2,21,0,0,0,8,0,0,6,244,263.8,151.6,404,81.2,8,5.76,0.51,6.27,16.85,0,0,0,0,0,0,0,263,24,245,26,84,27,199,27,,,,,3.0,,0.47,0.0,0.04,0.51,1.36,1.7,29,13,777,75,264,31,142,21,0.65,0.16,62.663166666666655
True,False,100.0,100.0,194634,0,0,-3,3,0,3,1.8,1.0,1,120,0,317,False,174,275,72,160,3.3,False,657,2.6,False,,0,12,14,1300571,0,2696667,0,0,12.1,194,173.0,261,76,False,160,1182,6,4,7,12,0,0,0,2,0,0,4,225,300.6,169.5,537,99.0,14,7.98,1.09,9.07,11.75,0,0,0,0,0,0,0,240,107,231,151,55,35,148,87,,,,,,,0.61,0.0,0.08,0.69,0.89,0.91,25,14,781,334,121,56,121,40,1.07,0.53,83.72673809523809
True,False,0.0,0.0,496208,0,0,0,0,0,3,0.0,0.0,0,47,0,318,False,73,86,45,533,0.0,False,180,0.0,False,,4,12,14,1136,0,5680,0,0,0.0,199,,409,618,False,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,719,289,716,289,697,280,719,289,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,419,259,368,63,724,290,686,278,0.0,0.0,0.0
True,False,100.0,100.0,444884,0,0,-3,3,1,3,5.0,1.0,1,182,0,319,False,174,125,52,401,1.8,False,205,0.3,False,,0,12,14,28158,0,120107,0,0,6.3,223,241.0,360,67,False,401,359,1,2,0,6,0,0,0,1,0,0,3,120,118.6,145.8,143,40.4,2,1.78,0.64,2.42,6.14,0,0,0,0,0,0,0,376,175,253,158,229,132,321,162,,,,,,,0.45,0.0,0.16,0.61,1.54,1.5,175,103,644,250,340,158,325,100,0.5,0.0,32.7141746031746
True,False,,,158983,0,0,-4,4,0,3,2.0,1.0,1,140,0,320,False,174,603,46,99,1.1,False,703,0.1,False,,0,12,14,22322,0,35646,0,0,4.6,227,108.0,246,156,False,99,259,0,0,0,5,0,0,0,0,0,0,0,82,57.6,38.2,6,10.0,1,0.0,0.09,0.09,4.25,0,0,0,0,0,0,0,434,197,387,208,453,232,446,211,,,,,,,0.0,0.0,0.03,0.03,1.48,1.74,351,228,450,120,449,210,439,153,0.35,0.0,20.83833333333333
True,False,100.0,100.0,243298,0,0,-3,3,2,4,6.0,1.0,7,90,0,321,False,174,429,72,319,3.6,False,241,5.4,False,,0,12,14,3485522,0,3400551,0,0,17.6,260,152.0,2,122,False,319,1921,10,5,5,25,0,0,0,5,0,0,22,572,597.0,517.7,686,180.3,23,7.12,3.76,10.87,21.51,0,0,0,0,0,0,0,102,11,71,3,40,16,52,10,,,,,,,0.33,0.0,0.18,0.51,1.01,1.17,26,11,782,78,86,19,69,14,1.08,0.23,126.42802537740037
True,False,100.0,100.0,171287,0,0,-3,3,0,2,1.0,1.0,0,241,0,322,False,174,381,47,119,1.6,False,262,0.4,False,,0,12,14,287500,0,326431,0,0,3.0,276,241.0,267,458,False,119,517,0,0,1,8,0,0,0,1,0,0,0,83,130.4,38.5,58,22.8,6,0.33,0.09,0.42,5.38,0,0,0,0,0,0,0,368,130,384,133,325,103,388,134,,,,,,,0.06,0.0,0.02,0.08,0.94,1.39,323,43,465,224,373,123,284,109,1.04,0.17,13.89
True,False,0.0,100.0,441266,0,0,0,0,0,3,3.2,1.0,-1,446,0,323,False,149,602,50,390,2.5,False,267,0.7,False,,3,12,14,256491,0,232186,0,0,18.4,281,152.0,31,317,False,390,3160,0,4,14,35,0,0,0,5,1,0,1,568,550.6,473.9,121,114.7,37,1.13,3.5,4.63,33.06,0,0,0,0,0,0,0,118,43,82,64,250,140,125,74,,,,,,,0.03,0.0,0.1,0.13,0.94,1.0,219,138,596,220,214,90,244,77,1.05,0.4,92.72671223732408
True,False,100.0,100.0,206915,0,0,-2,2,1,3,2.5,1.0,2,97,0,324,False,174,384,53,203,2.6,False,341,0.2,False,,0,12,14,172077,0,168816,0,0,16.4,370,241.0,95,592,False,203,1702,3,5,6,27,0,0,0,1,1,0,4,396,397.2,343.7,400,113.6,19,4.34,1.46,5.8,23.35,0,0,0,0,0,0,0,182,77,121,86,85,55,127,75,,,,,,,0.23,0.0,0.08,0.31,1.23,1.43,150,90,656,255,199,85,332,103,1.0,0.32,85.48205767003465
True,False,,,200720,0,0,-6,6,1,1,1.0,1.0,0,70,0,325,False,174,603,39,181,4.5,False,357,1.2,False,,0,12,14,792966,0,744108,0,0,11.5,389,104.0,98,469,False,181,900,0,0,4,12,0,1,0,0,0,27,1,156,224.2,0.0,0,22.4,10,0.0,0.0,0.0,11.09,0,0,0,0,0,0,0,283,25,560,34,513,14,389,25,,,,,,,0.0,2.7,0.0,0.0,1.11,1.2,750,72,47,12,19,2,178,26,1.0,0.4,56.80393398268397
True,False,100.0,100.0,204716,0,0,3,-3,0,2,2.0,1.0,2,190,0,326,False,174,188,53,194,3.4,False,371,7.0,False,,0,12,14,3105510,0,2691589,0,0,20.0,403,73.0,18,504,False,194,2561,1,2,11,28,0,0,0,5,0,0,4,487,578.0,161.4,133,87.6,30,1.8,0.91,2.71,26.67,0,0,0,0,0,0,0,110,42,238,60,237,62,176,52,,,,,,,0.06,0.0,0.03,0.09,0.94,0.98,149,18,655,253,108,23,55,18,1.05,0.39,114.37911011904764
True,False,100.0,100.0,244731,0,0,0,0,3,3,5.0,1.0,2,308,0,327,False,174,276,75,328,5.1,False,193,16.8,False,,0,12,14,7399125,0,6677369,0,0,24.4,436,48.0,388,251,False,328,2393,13,7,15,21,0,0,0,2,0,0,21,634,770.8,748.0,946,246.4,28,11.9,4.34,16.24,24.44,0,0,0,0,0,0,0,38,9,29,25,14,7,10,7,,,,,,,0.45,0.0,0.16,0.61,0.92,0.79,17,11,789,337,10,5,21,7,1.05,0.56,178.49045238095238
True,False,,,118748,0,0,11,-11,12,3,4.5,1.0,10,362,0,328,True,174,603,136,57,9.1,False,587,66.3,False,,0,12,14,7064777,0,3645258,0,0,25.3,444,63.0,15,298,False,57,3374,29,18,15,40,0,0,0,1,0,0,55,1133,1577.0,1199.2,1985,476.0,38,24.7,8.99,33.69,37.83,0,0,0,0,0,0,0,1,1,3,3,1,1,1,1,,,,,2.0,,0.66,0.0,0.24,0.9,1.01,1.07,2,1,803,347,1,1,1,1,1.01,0.4,293.725
True,False,0.0,0.0,243016,0,0,-3,3,2,3,0.0,0.0,0,12,0,329,False,32,584,62,318,3.5,False,411,1.7,False,,2,12,14,351038,0,474441,0,0,19.7,447,10.0,194,492,False,318,2597,5,6,14,24,0,0,0,6,0,0,8,578,653.4,731.3,357,174.1,30,2.89,5.57,8.46,24.21,0,0,0,0,0,0,0,73,24,32,28,95,62,59,41,4.0,,,,,,0.1,0.0,0.19,0.29,0.84,0.83,63,36,746,315,96,43,149,49,1.04,0.49,120.38043473193471
